full_name,pdes,name,neo,pha,class,e,a,q,i,om,w,ma,epoch,per,per_y,n,ad,H,G,diameter,extent,albedo,rot_per,GM,density,BV,UB,IR,spec_T,spec_B,condition_code,data_arc,n_obs_used,moid,moid_ld,t_jup
  5836 (1993 MF),5836,,Y,N,AMO,0.5393,2.437,1.123,7.93,238.47,78.29,214.69,2461200.5,1.39e+03,3.8,0.259,3.75,14.99,,2.754,,0.156,4.9543,,,,,,,S,0,16387,2386,0.178,69.3,3.28
  5863 Tara (1983 RB),5863,Tara,Y,N,AMO,0.5074,2.221,1.094,19.51,168.68,115.73,345.52,2461200.5,1.21e+03,3.31,0.2979,3.35,15.81,,1.345,,0.488,5.867,,,,,,,,0,15707,2991,0.231,89.9,3.4
  5869 Tanith (1988 VN4),5869,Tanith,Y,N,AMO,0.3213,1.812,1.230,17.92,227.84,230.87,114.80,2461200.5,891,2.44,0.404,2.39,17.22,,,,,17.519,,,,,,,,0,18023,998,0.31,121,3.94
  5879 Almeria (1992 CH1),5879,Almeria,Y,N,AMO,0.2892,1.625,1.155,21.58,145.82,355.80,208.69,2461200.5,756,2.07,0.4759,2.09,17.61,,,,,21.967,,,,,,,,0,12195,1878,0.168,65.4,4.2
  6037 (1988 EG),6037,,Y,Y,APO,0.4996,1.272,0.636,3.51,182.15,242.36,302.14,2461200.5,524,1.43,0.6874,1.91,18.86,,,,,2.7602,,,,,,,,0,13995,1102,0.024,9.36,4.95
  6047 (1991 TB1),6047,,Y,N,APO,0.3521,1.455,0.942,23.47,6.06,103.84,219.50,2461200.5,641,1.75,0.5618,1.97,17.84,,,,,,,,,,,,S,0,15103,862,0.14,54.6,4.49
  6050 Miwablock (1992 AE),6050,Miwablock,Y,N,AMO,0.4371,2.202,1.239,6.41,88.16,284.99,214.28,2461200.5,1.19e+03,3.27,0.3017,3.16,14.94,,2.884,,0.257,5.7566,,,,,,,,0,26777,3296,0.267,104,3.53
  6053 (1993 BW3),6053,,Y,N,APO,0.5283,2.147,1.013,21.58,318.21,74.95,270.02,2461200.5,1.15e+03,3.15,0.3132,3.28,15.10,,3.720,,0.140,2.573,,,,,,,Sq,0,18301,3318,0.223,86.6,3.44
  6063 Jason (1984 KB),6063,Jason,Y,N,APO,0.7625,2.22,0.527,4.96,169.01,337.64,278.65,2461200.5,1.21e+03,3.31,0.298,3.91,16.02,,1.4,,0.21,48.6,,,,,,,,0,23683,1328,0.0763,29.7,3.19
  6178 (1986 DA),6178,,Y,N,AMO,0.5850,2.813,1.167,4.32,64.47,127.48,180.12,2461200.5,1.72e+03,4.72,0.2089,4.46,15.71,,2.3,,0.15,3.5002,,,0.677,0.267,,,,0,17660,1394,0.179,69.6,3.04
  6239 Minos (1989 QF),6239,Minos,Y,Y,APO,0.4124,1.151,0.676,3.94,344.48,239.79,343.41,2461200.5,451,1.23,0.7982,1.63,18.59,,,,,3.5558,,,,,,,,0,15707,2113,0.0261,10.2,5.38
  6455 (1992 HE),6455,,Y,N,APO,0.5729,2.24,0.957,37.34,26.89,262.74,46.50,2461200.5,1.22e+03,3.35,0.294,3.52,14.08,,4.626,,0.227,2.7361,,,,,,,S,0,13060,5449,0.289,112,3.18
  6456 Golombek (1992 OM),6456,Golombek,Y,N,AMO,0.4084,2.195,1.298,8.23,313.54,347.26,156.98,2461200.5,1.19e+03,3.25,0.3031,3.09,16.07,,,,,2.50129,,,,,,,,0,16955,2139,0.284,111,3.54
  6489 Golevka (1991 JX),6489,Golevka,Y,Y,APO,0.6191,2.474,0.943,2.26,208.55,69.78,302.91,2461200.5,1.42e+03,3.89,0.2532,4.01,19.22,,0.53,,0.151,6.026,,2.7,,,,,Q,0,8968,1017,0.0225,8.77,3.19
  6491 (1991 OA),6491,,Y,Y,AMO,0.5918,2.501,1.021,6.16,299.98,326.32,289.67,2461200.5,1.45e+03,3.96,0.2491,3.98,18.72,,,,,2.69,,,,,,,,0,11898,202,0.0377,14.7,3.19
  6569 Ondaatje (1993 MO),6569,Ondaatje,Y,N,AMO,0.2208,1.626,1.267,22.64,111.45,167.42,314.10,2461200.5,757,2.07,0.4753,1.99,16.63,,,,,5.958,,,,,,,Sr,0,15560,6277,0.254,99,4.21
  6611 (1993 VW),6611,,Y,N,APO,0.4846,1.696,0.874,8.70,230.75,281.62,222.76,2461200.5,807,2.21,0.4463,2.52,16.82,,1.408,,0.158,2.5568,,,,,,,V,0,15960,1942,0.0603,23.5,4.06
  7025 (1993 QA),7025,,Y,N,APO,0.3150,1.476,1.011,12.61,146.59,323.49,344.57,2461200.5,655,1.79,0.5498,1.94,18.08,,0.498,,0.340,2.5057,,,,,,,,0,10919,963,0.0628,24.4,4.51
  7088 Ishtar (1992 AA),7088,Ishtar,Y,N,AMO,0.3902,1.981,1.208,8.30,102.61,354.79,123.87,2461200.5,1.02e+03,2.79,0.3535,2.75,16.83,,1.298,,0.260,2.679,,,,,,,,0,16545,1484,0.225,87.4,3.75
  7092 Cadmus (1992 LC),7092,Cadmus,Y,N,APO,0.6938,2.545,0.779,17.79,56.68,94.80,176.13,2461200.5,1.48e+03,4.06,0.2427,4.31,15.12,,6.319,,0.046,,,,,,,,,0,16492,1458,0.101,39.3,3
  7236 (1987 PA),7236,,Y,N,AMO,0.5652,2.716,1.181,16.80,307.51,339.45,236.98,2461200.5,1.63e+03,4.47,0.2203,4.25,18.32,,,,,,,,,,,,,0,13249,274,0.18,70.1,3.06
  7335 (1989 JA),7335,,Y,Y,APO,0.4847,1.772,0.913,15.16,61.21,232.43,239.63,2461200.5,862,2.36,0.4177,2.63,17.70,,1.8,,0.448,2.58988,,,,,,,,0,13444,2578,0.0226,8.81,3.92
  7336 Saunders (1989 RS1),7336,Saunders,Y,N,AMO,0.4822,2.305,1.193,7.20,174.41,181.53,174.71,2461200.5,1.28e+03,3.5,0.2816,3.42,18.80,,,,,4.307,,,,,,,Sq,0,15430,1343,0.188,73.1,3.41
  7341 (1991 VK),7341,,Y,Y,APO,0.5062,1.842,0.909,5.41,294.72,173.52,274.46,2461200.5,913,2.5,0.3944,2.77,16.96,,0.982,,0.235,4.2096,,,,,,,Sq,0,12747,2394,0.0478,18.6,3.85
  7350 (1993 VA),7350,,Y,N,APO,0.3911,1.356,0.826,7.26,133.04,336.72,198.26,2461200.5,577,1.58,0.6242,1.89,17.16,,1.921,,0.069,3.58264,,,,,,,,0,22947,2148,0.0806,31.4,4.77
  7358 Oze (1995 YA3),7358,Oze,Y,N,AMO,0.5026,2.198,1.093,4.66,265.40,92.27,173.24,2461200.5,1.19e+03,3.26,0.3025,3.30,14.73,,,,,125.8,,,,,,,Sq,0,24244,8616,0.123,47.7,3.49
  7474 (1992 TC),7474,,Y,N,AMO,0.2921,1.566,1.108,7.09,88.60,275.65,71.42,2461200.5,716,1.96,0.5031,2.02,18.11,,,,,5.54,,,,,,,X,0,12732,567,0.167,65.1,4.37
  7480 Norwan (1994 PC),7480,Norwan,Y,N,AMO,0.3169,1.568,1.071,9.45,124.35,256.88,39.43,2461200.5,717,1.96,0.5021,2.06,17.24,,,,,35.9,,,,,,,S,0,15764,1289,0.161,62.8,4.35
  7482 (1994 PC1),7482,,Y,Y,APO,0.3295,1.349,0.904,33.47,117.85,47.50,264.11,2461200.5,572,1.57,0.6293,1.79,16.58,,1.052,,0.277,2.5999,,,,,,,S,0,18595,2081,0.000614,0.239,4.66
  7753 (1988 XB),7753,,Y,Y,APO,0.4815,1.467,0.761,3.12,73.39,280.07,68.59,2461200.5,649,1.78,0.5546,2.17,18.01,,,,,42.2,,,,,,,B,0,13289,1335,0.00651,2.54,4.48
  7822 (1991 CS),7822,,Y,Y,APO,0.1646,1.123,0.938,37.12,156.84,249.45,319.47,2461200.5,435,1.19,0.8285,1.31,17.34,,1.602,,0.075,2.3896,,,,,,,S,0,11845,3809,0.0219,8.53,5.37
  7839 (1994 ND),7839,,Y,N,AMO,0.5186,2.165,1.042,27.11,102.50,228.29,353.67,2461200.5,1.16e+03,3.19,0.3093,3.29,17.83,,0.784,,0.181,,,,,,,,,0,10752,202,0.136,52.8,3.38
  7888 (1993 UC),7888,,Y,N,APO,0.6632,2.439,0.821,26.08,165.86,323.05,179.38,2461200.5,1.39e+03,3.81,0.2588,4.06,15.19,,2.298,,0.257,2.337,,,,,,,U,0,13410,1443,0.0859,33.4,3.05
  7889 (1994 LX),7889,,Y,N,APO,0.3463,1.261,0.825,36.91,111.26,349.20,34.42,2461200.5,517,1.42,0.6957,1.70,15.24,,1.680,,0.452,2.741,,,,,,,V,0,17894,6502,0.155,60.2,4.86
  7977 (1977 QQ5),7977,,Y,N,AMO,0.4661,2.226,1.188,25.17,134.12,248.10,231.47,2461200.5,1.21e+03,3.32,0.2968,3.26,15.15,,,,,7.456,,,,,,,S,0,26031,2067,0.356,139,3.38
  8013 Gordonmoore (1990 KA),8013,Gordonmoore,Y,N,AMO,0.4321,2.2,1.249,7.60,105.34,147.41,11.68,2461200.5,1.19e+03,3.26,0.3021,3.15,17.07,,2.3,,,8.4,,,,,,,,0,27375,1092,0.245,95.4,3.53
  8014 (1990 MF),8014,,Y,Y,APO,0.4564,1.747,0.950,1.87,209.75,114.86,187.41,2461200.5,844,2.31,0.4267,2.54,18.88,,0.7,,,50.09,,,,,,,,0,13005,1297,0.0167,6.51,4.01
  8034 Akka (1992 LR),8034,Akka,Y,N,AMO,0.4094,1.83,1.081,2.02,232.72,68.41,243.65,2461200.5,904,2.48,0.3981,2.58,18.02,,,,,7.283,,,,,,,,0,12327,742,0.0731,28.4,3.92
  8035 (1992 TB),8035,,Y,N,APO,0.4624,1.342,0.722,28.30,185.61,6.10,34.10,2461200.5,568,1.55,0.6339,1.96,17.09,,,,,,,,,,,,,0,12368,1829,0.272,106,4.67
  8037 (1993 HO1),8037,,Y,N,AMO,0.4177,1.987,1.157,5.91,22.37,105.77,342.55,2461200.5,1.02e+03,2.8,0.352,2.82,16.62,,,,,12.98,,,,,,,,0,17007,1976,0.201,78.2,3.74
  8176 (1991 WA),8176,,Y,N,APO,0.6433,1.575,0.562,39.57,66.47,241.92,200.00,2461200.5,722,1.98,0.4986,2.59,16.99,,,,,7.111,,,,,,,Q,0,12475,1001,0.192,74.8,3.95
  8201 (1994 AH2),8201,,Y,N,APO,0.7061,2.54,0.746,9.54,164.07,25.11,345.74,2461200.5,1.48e+03,4.05,0.2434,4.33,15.92,,1.859,,0.154,23.949,,,,,,,O,0,16137,1010,0.101,39.2,3.02
  8507 (1991 CB1),8507,,Y,N,APO,0.5951,1.687,0.683,14.61,317.36,345.87,279.10,2461200.5,800,2.19,0.4499,2.69,17.22,,,,,,,,,,,,,0,12820,802,0.221,86,3.97
  8566 (1996 EN),8566,,Y,Y,APO,0.4304,1.506,0.858,37.98,164.09,125.16,49.97,2461200.5,675,1.85,0.5331,2.15,16.47,,1.568,,0.217,4.845,,,,,,,U,0,15282,3649,0.0224,8.73,4.22
  8567 (1996 HW1),8567,,Y,N,AMO,0.4490,2.046,1.127,8.45,177.09,177.28,21.70,2461200.5,1.07e+03,2.93,0.3369,2.96,15.36,,2.928,,0.156,8.7573,,,,,,,,0,25599,5530,0.122,47.3,3.65
  8709 Kadlu (1994 JF1),8709,Kadlu,Y,N,AMO,0.4946,2.521,1.274,3.54,118.94,154.06,329.70,2461200.5,1.46e+03,4,0.2463,3.77,17.10,,,,,50.6,,,,,,,,0,13035,619,0.259,101,3.27
  9058 (1992 JB),9058,,Y,N,APO,0.3598,1.557,0.997,16.09,218.28,307.13,229.21,2461200.5,710,1.94,0.5072,2.12,17.82,,,,,,,,,,,,,0,12273,2309,0.0849,33,4.32
  9162 Kwiila (1987 OA),9162,Kwiila,Y,N,APO,0.5955,1.497,0.605,9.01,179.97,235.85,40.26,2461200.5,669,1.83,0.5382,2.39,18.01,,1.127,,0.088,15.13,,,,,,,,0,13862,786,0.0808,31.4,4.33
  9172 Abhramu (1989 OB),9172,Abhramu,Y,N,AMO,0.5534,2.709,1.210,7.84,287.56,74.15,90.96,2461200.5,1.63e+03,4.46,0.221,4.21,16.64,,,,,,,,,,,,,0,13364,469,0.25,97.3,3.11
  9202 (1993 PB),9202,,Y,N,APO,0.6079,1.424,0.558,40.80,315.89,212.36,213.12,2461200.5,621,1.7,0.5802,2.29,16.10,,1.617,,0.332,,,,,,,,,0,12044,2219,0.374,145,4.28
  9400 (1994 TW1),9400,,Y,N,AMO,0.5806,2.588,1.086,35.98,3.33,62.19,193.22,2461200.5,1.52e+03,4.16,0.2367,4.09,14.84,,3.698,,0.155,97.1,,,,,,,Sr,0,12430,2285,0.285,111,2.94
  9856 (1991 EE),9856,,Y,Y,APO,0.6254,2.244,0.840,9.83,168.05,116.27,130.65,2461200.5,1.23e+03,3.36,0.2933,3.65,17.08,,1.0,,0.3,3.045,,,,,,,,0,12747,1365,0.0226,8.78,3.33
  9950 ESA (1990 VB),9950,ESA,Y,N,AMO,0.5334,2.438,1.137,14.59,253.40,103.60,126.39,2461200.5,1.39e+03,3.81,0.259,3.74,16.20,,,,,6.712,,,,,,,,0,12932,850,0.279,108,3.25
 10115 (1992 SK),10115,,Y,Y,APO,0.3249,1.249,0.843,15.32,8.87,233.73,148.38,2461200.5,510,1.4,0.7065,1.65,17.14,,0.938,,0.318,7.319,,,,,,,S:,0,26031,2899,0.0454,17.7,5.06
 10145 (1994 CK1),10145,,Y,N,APO,0.6327,1.9,0.698,4.55,328.37,27.43,214.23,2461200.5,956,2.62,0.3764,3.10,17.00,,,,,49.2892,,,,,,,,0,11745,1606,0.0628,24.4,3.67
 10150 (1994 PN),10150,,Y,N,AMO,0.5444,2.374,1.082,45.96,112.97,233.98,229.47,2461200.5,1.34e+03,3.66,0.2695,3.67,15.45,,,,,2.965,,,,,,,,0,11505,1285,0.224,87.1,2.98
 10165 (1995 BL2),10165,,Y,N,APO,0.5038,1.235,0.613,23.90,312.41,348.48,162.76,2461200.5,501,1.37,0.7184,1.86,17.36,,0.829,,0.372,,,,,,,,L,0,12767,1384,0.376,147,4.98
 10302 (1989 ML),10302,,Y,N,AMO,0.1369,1.273,1.099,4.38,104.27,183.67,258.74,2461200.5,524,1.44,0.6864,1.45,19.48,,,,,19.2406,,,,,,,X,0,13393,1419,0.0818,31.8,5.07
 10563 Izhdubar (1993 WD),10563,Izhdubar,Y,N,APO,0.2662,1.007,0.739,63.46,56.56,132.19,332.21,2461200.5,369,1.01,0.9756,1.27,16.94,,,,,,,,,,,,Q,0,11187,659,0.144,56.2,5.55
 10636 (1998 QK56),10636,,Y,N,APO,0.5128,1.885,0.918,13.58,172.91,286.36,227.77,2461200.5,945,2.59,0.3809,2.85,17.70,,0.533,,0.645,9.876,,,,,,,,0,26017,880,0.111,43.2,3.77
 10860 (1995 LE),10860,,Y,N,AMO,0.5764,2.575,1.091,4.14,257.03,75.61,159.24,2461200.5,1.51e+03,4.13,0.2385,4.06,17.02,,,,,,,,,,,,,0,10807,1018,0.108,41.8,3.17
 11054 (1991 FA),11054,,Y,N,AMO,0.4464,1.979,1.096,3.08,339.03,92.40,286.38,2461200.5,1.02e+03,2.78,0.3539,2.86,17.07,,,,,2.57223,,,,,,,,0,32399,1479,0.123,47.8,3.73
 11066 Sigurd (1992 CC1),11066,Sigurd,Y,N,APO,0.3753,1.392,0.869,36.88,349.22,22.03,75.40,2461200.5,600,1.64,0.6004,1.91,15.17,,2.104,,0.190,8.4958,,,,,,,K,0,18013,2680,0.119,46.2,4.51
 11284 Belenus (1990 BA),11284,Belenus,Y,N,AMO,0.3374,1.74,1.153,1.99,311.70,171.19,301.96,2461200.5,838,2.3,0.4294,2.33,18.25,,,,,5.43,,,,,,,,0,27274,814,0.169,65.6,4.08
 11311 Peleus (1993 XN2),11311,Peleus,Y,N,APO,0.5357,2.117,0.983,25.49,59.32,313.42,218.62,2461200.5,1.12e+03,3.08,0.3201,3.25,15.74,,,,,,,,,,,,Sq,0,11846,1213,0.0951,37,3.43
 11398 (1998 YP11),11398,,Y,N,AMO,0.3891,1.721,1.051,15.02,144.71,74.78,8.99,2461200.5,825,2.26,0.4365,2.39,16.36,,1.316,,0.318,38.6,,,,,,,Sr,0,15925,5397,0.203,79.1,4.05
 11405 (1999 CV3),11405,,Y,N,APO,0.3938,1.459,0.885,22.87,141.22,96.43,129.23,2461200.5,644,1.76,0.559,2.03,15.22,,3.621,,0.112,6.504,,,,,,,Sq,0,16953,7282,0.118,45.8,4.46
 11500 Tomaiyowit (1989 UR),11500,Tomaiyowit,Y,Y,APO,0.3558,1.08,0.696,10.31,234.38,289.53,130.60,2461200.5,410,1.12,0.8784,1.46,18.38,,0.738,,0.142,73,,,,,,,S,0,13428,1238,0.0342,13.3,5.66
 11885 Summanus (1990 SS),11885,Summanus,Y,N,APO,0.4746,1.703,0.895,19.43,359.76,116.24,325.32,2461200.5,812,2.22,0.4434,2.51,18.52,,1.298,,0.033,7.368,,,,,,,,0,12032,397,0.0671,26.1,4
 12538 (1998 OH),12538,,Y,Y,APO,0.4060,1.542,0.916,24.54,220.69,321.79,266.01,2461200.5,699,1.91,0.515,2.17,15.96,,1.663,,0.232,2.575,,,,,,,S:,0,13981,11576,0.0287,11.2,4.28
 12711 Tukmit (1991 BB),12711,Tukmit,Y,N,APO,0.2721,1.186,0.864,38.49,294.96,322.90,28.94,2461200.5,472,1.29,0.7628,1.51,16.02,,,,,3.4848,,,,,,,Sr,0,12998,3741,0.111,43.4,5.11
 12923 Zephyr (1999 GK4),12923,Zephyr,Y,Y,APO,0.4931,1.962,0.994,5.31,168.07,147.23,266.60,2461200.5,1e+03,2.75,0.3587,2.93,15.80,,2.060,,0.199,3.893,,,,,,,S:,0,25930,3011,0.0196,7.64,3.72
 13553 Masaakikoyama (1992 JE),13553,Masaakikoyama,Y,N,AMO,0.4632,2.191,1.176,5.87,193.31,110.24,155.48,2461200.5,1.18e+03,3.24,0.3038,3.21,16.54,,,,,58.,,,,,,,,0,17006,2176,0.191,74.5,3.52
 13651 (1997 BR),13651,,Y,Y,APO,0.3056,1.336,0.927,17.25,116.63,133.86,285.78,2461200.5,564,1.54,0.6385,1.74,17.86,,0.562,,0.511,33.644,,,,,,,S,0,16820,1174,0.0145,5.65,4.82
 14402 (1991 DB),14402,,Y,N,AMO,0.4017,1.715,1.026,11.41,158.14,51.52,228.86,2461200.5,820,2.25,0.4389,2.40,18.77,,0.6,,0.14,2.261,,,,,,,C,0,12696,700,0.103,40.2,4.07
 14827 Hypnos (1986 JK),14827,Hypnos,Y,Y,APO,0.6614,2.859,0.968,1.95,57.18,239.41,143.89,2461200.5,1.77e+03,4.83,0.2039,4.75,18.81,,0.9,,,,,,0.684,0.492,,,,0,14112,378,0.0177,6.91,2.93
 15745 Yuliya (1991 PM5),15745,Yuliya,Y,N,AMO,0.2552,1.72,1.281,14.43,132.57,140.66,186.61,2461200.5,824,2.26,0.437,2.16,17.40,,,,,3.2486,,,,,,,S,0,15849,1720,0.296,115,4.1
 15817 Lucianotesi (1994 QC),15817,Lucianotesi,Y,N,AMO,0.1181,1.324,1.168,13.87,162.46,94.37,8.03,2461200.5,557,1.52,0.6467,1.48,18.47,,,,,11,,,,,,,Xc,0,11672,2212,0.248,96.5,4.9
 16064 Davidharvey (1999 RH27),16064,Davidharvey,Y,N,AMO,0.5891,2.851,1.171,4.54,335.51,104.83,166.78,2461200.5,1.76e+03,4.81,0.2047,4.53,16.86,,4.106,,0.020,178.5,,,,,,,C,0,10726,1054,0.204,79.3,3.02
 16636 (1993 QP),16636,,Y,N,AMO,0.4684,2.311,1.228,7.21,296.77,47.42,122.91,2461200.5,1.28e+03,3.51,0.2805,3.39,18.78,,,,,19.01,,,,,,,,0,11814,990,0.239,93,3.42
 16657 (1993 UB),16657,,Y,N,AMO,0.4605,2.277,1.228,24.94,31.19,21.30,168.49,2461200.5,1.25e+03,3.44,0.2869,3.33,16.55,,,,,,,,,,,,Sr,0,11889,1001,0.253,98.6,3.35
 16816 (1997 UF9),16816,,Y,N,APO,0.6037,1.442,0.572,25.92,37.14,158.00,76.84,2461200.5,633,1.73,0.5689,2.31,16.24,,,,,2.449,,,,,,,,0,10279,1961,0.38,148,4.36
 16834 (1997 WU22),16834,,Y,N,APO,0.4421,1.468,0.819,16.00,260.75,334.40,219.99,2461200.5,650,1.78,0.5542,2.12,15.75,,1.87,,0.22,9.345,,,,,,,S,0,13630,4982,0.146,56.8,4.46
 16912 Rhiannon (1998 EP8),16912,Rhiannon,Y,N,AMO,0.2727,1.751,1.274,24.52,169.16,221.24,179.87,2461200.5,846,2.32,0.4253,2.23,17.90,,,,,,,,,,,,,0,12278,329,0.321,125,3.99
 16960 (1998 QS52),16960,,Y,Y,APO,0.8591,2.201,0.310,17.51,260.14,243.27,129.82,2461200.5,1.19e+03,3.26,0.3019,4.09,14.32,,,,,2.8985,,,,,,,Sq,0,15759,3517,0.0181,7.04,3
 17181 (1999 UM3),17181,,Y,N,APO,0.6741,2.371,0.773,10.65,113.56,36.78,77.98,2461200.5,1.33e+03,3.65,0.27,3.97,16.77,,,,,,,,,,,,,0,25837,1167,0.0717,27.9,3.17
 17182 (1999 VU),17182,,Y,N,APO,0.5534,1.387,0.620,9.27,333.47,203.22,27.73,2461200.5,597,1.63,0.6033,2.15,17.13,,2.885,,0.028,6.61,,,,,,,,0,17922,1685,0.144,55.9,4.6
 17188 (1999 WC2),17188,,Y,N,APO,0.6366,2.217,0.806,29.45,269.76,287.21,351.78,2461200.5,1.21e+03,3.3,0.2987,3.63,16.42,,1.819,,0.147,5.0638,,,,,,,,0,13155,821,0.0646,25.1,3.22
 17274 (2000 LC16),17274,,Y,N,AMO,0.5543,2.731,1.217,5.57,305.70,21.31,260.55,2461200.5,1.65e+03,4.51,0.2184,4.24,16.86,,3.183,,0.037,16.495,,,,,,,Xk,0,25691,1930,0.207,80.7,3.11
 17511 (1992 QN),17511,,Y,N,APO,0.3587,1.19,0.763,9.58,355.88,202.44,106.65,2461200.5,474,1.3,0.7596,1.62,17.32,,,,,5.9902,,,,,,,X,0,12400,2789,0.132,51.4,5.25
 18106 Blume (2000 NX3),18106,Blume,Y,N,AMO,0.5120,2.443,1.192,4.22,109.17,234.92,267.59,2461200.5,1.39e+03,3.82,0.2581,3.69,17.78,,,,,,,,,,,,,0,16923,585,0.194,75.6,3.3
 18109 (2000 NG11),18109,,Y,N,AMO,0.3676,1.881,1.190,0.81,59.54,319.25,346.71,2461200.5,942,2.58,0.382,2.57,17.19,,,,,4.25,,,,,,,,0,26852,1580,0.191,74.3,3.88
 18172 (2000 QL7),18172,,Y,N,AMO,0.5109,2.426,1.186,17.83,338.42,100.78,258.84,2461200.5,1.38e+03,3.78,0.2609,3.67,15.69,,,,,2.37512,,,,,,,,0,17914,4578,0.366,142,3.26
 18736 (1998 NU),18736,,Y,N,AMO,0.4911,2.35,1.196,2.81,297.42,222.89,3.92,2461200.5,1.32e+03,3.6,0.2736,3.50,15.98,,,,,2.4753,,,,,,,Sk,0,26296,2107,0.208,81.1,3.38
 18882 (1999 YN4),18882,,Y,N,AMO,0.2321,1.685,1.294,36.81,291.67,242.63,320.28,2461200.5,799,2.19,0.4505,2.08,16.14,,,,,2.466,,,,,,,S,0,26330,3183,0.431,168,3.97
 19356 (1997 GH3),19356,,Y,N,AMO,0.5579,2.512,1.111,3.01,186.45,334.16,142.72,2461200.5,1.45e+03,3.98,0.2475,3.91,17.00,,0.91,,0.34,6.714,,,,,,,S,0,11942,591,0.122,47.3,3.22
 19764 (2000 NF5),19764,,Y,N,AMO,0.4450,2.231,1.238,1.33,281.36,9.94,283.56,2461200.5,1.22e+03,3.33,0.2957,3.22,16.11,,1.572,,0.342,59.263,,,,,,,,0,12990,3234,0.222,86.3,3.5
 20086 (1994 LW),20086,,Y,N,AMO,0.6298,3.166,1.172,21.62,236.37,58.33,221.35,2461200.5,2.06e+03,5.63,0.1749,5.16,16.68,,,,,,,,,,,,,0,10789,538,0.295,115,2.77
 20236 (1998 BZ7),20236,,Y,Y,APO,0.5610,2.033,0.893,6.51,111.23,104.55,246.74,2461200.5,1.06e+03,2.9,0.3399,3.17,17.72,,,,,10.182,,,,,,,,0,10162,368,0.0499,19.4,3.59
 20255 (1998 FX2),20255,,Y,N,AMO,0.4919,2.152,1.093,9.96,180.91,17.52,332.30,2461200.5,1.15e+03,3.16,0.3123,3.21,18.45,,,,,6.804,,,,,,,Sq,0,9044,676,0.102,39.8,3.52
 20425 (1998 VD35),20425,,Y,Y,APO,0.4767,1.565,0.819,6.99,227.24,296.32,334.85,2461200.5,715,1.96,0.5036,2.31,20.51,,,,,,,,,,,,Sq,1,6122,54,0.00357,1.39,4.28
 20429 (1998 YN1),20429,,Y,N,APO,0.4640,1.556,0.834,6.30,61.72,147.70,347.11,2461200.5,709,1.94,0.5078,2.28,17.76,,,,,2.718,,,,,,,,0,9892,743,0.0565,22,4.31
 20460 Robwhiteley (1999 LO28),20460,Robwhiteley,Y,N,AMO,0.4119,1.877,1.104,33.96,279.99,283.73,213.51,2461200.5,939,2.57,0.3834,2.65,15.41,,2.716,,0.199,2.7209,,,,,,,,0,25949,5537,0.33,128,3.68
 20790 (2000 SE45),20790,,Y,N,AMO,0.5562,2.753,1.222,8.30,302.84,168.99,209.59,2461200.5,1.67e+03,4.57,0.2158,4.28,16.64,,,,,2.792,,,,,,,S,0,11747,936,0.24,93.3,3.09
 20826 (2000 UV13),20826,,Y,N,APO,0.6367,2.417,0.878,31.93,347.29,198.69,250.69,2461200.5,1.37e+03,3.76,0.2622,3.96,13.85,,3.687,,0.123,5.313,,,,,,,Sq,0,26566,3791,0.0923,35.9,3.04
 21088 Chelyabinsk (1992 BL2),21088,Chelyabinsk,Y,N,AMO,0.2388,1.706,1.299,38.46,297.83,27.19,293.65,2461200.5,814,2.23,0.4422,2.11,14.33,,2.793,,0.206,11.23,,,,,,,,0,13344,8147,0.307,120,3.92
 21277 (1996 TO5),21277,,Y,N,AMO,0.5203,2.378,1.141,20.95,167.33,250.21,8.06,2461200.5,1.34e+03,3.67,0.2688,3.62,16.18,,,,,7.7,,,,,,,,0,12548,1023,0.313,122,3.27
 21374 (1997 WS22),21374,,Y,N,AMO,0.1207,1.269,1.116,23.98,59.19,197.32,142.67,2461200.5,522,1.43,0.6891,1.42,17.45,,,,,3.405,,,,,,,,0,18416,2351,0.109,42.5,5
 22099 (2000 EX106),22099,,Y,N,APO,0.2764,1.105,0.799,9.85,136.42,186.64,109.59,2461200.5,424,1.16,0.8489,1.41,18.09,,0.524,,0.444,6.334,,,,,,,S:,0,11016,2345,0.168,65.3,5.58
 22753 (1998 WT),22753,,Y,Y,APO,0.5699,1.219,0.524,3.21,307.34,324.83,244.76,2461200.5,492,1.35,0.7324,1.91,17.68,,,,,10.24,,,,,,,,0,25672,1466,0.0337,13.1,5.06
 22771 (1999 CU3),22771,,Y,N,APO,0.5240,1.576,0.750,11.41,338.87,305.89,195.79,2461200.5,723,1.98,0.4981,2.40,16.96,,,,,3.782,,,,,,,Sl,0,9843,2777,0.0637,24.8,4.22
 23183 (2000 OY21),23183,,Y,N,AMO,0.4009,1.824,1.093,40.98,119.63,301.48,119.16,2461200.5,900,2.46,0.4001,2.56,16.06,,1.098,,0.640,6.9809,,,,,,,,0,11749,1523,0.257,99.8,3.67
 23187 (2000 PN9),23187,,Y,Y,APO,0.5894,1.847,0.758,51.34,164.28,293.54,43.07,2461200.5,917,2.51,0.3927,2.94,16.04,,,,,2.5325,,,,,,,,0,13096,2706,0.0139,5.42,3.42
 23548 (1994 EF2),23548,,Y,N,AMO,0.5179,2.29,1.104,23.44,345.84,124.32,123.84,2461200.5,1.27e+03,3.46,0.2845,3.48,17.28,,,,,,,,,,,,Q,0,11207,303,0.241,93.7,3.31
